startKey.keys,startKey.rt,key_resp.keys,key_resp.corr,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimulus,condition,response,participant,session,date,expName,psychopyVersion,OS,frameRate
space,2.4019,left,0,0.926,0,0,0,8,1,<<><<,incongruent,right,1,001,2022-08-12_11h35.28.448,flanker-basic,2021.2.3,Win32,60.2300789
,,right,1,0.5608,0,1,1,5,1,>>>>>,congruent,right,1,001,2022-08-12_11h35.28.448,flanker-basic,2021.2.3,Win32,60.2300789
,,left,1,0.5326,0,2,2,2,1,<<<<<,congruent,left,1,001,2022-08-12_11h35.28.448,flanker-basic,2021.2.3,Win32,60.2300789
,,left,1,0.8896,0,3,3,9,1,>><>>,incongruent,left,1,001,2022-08-12_11h35.28.448,flanker-basic,2021.2.3,Win32,60.2300789
,,left,1,0.5888,0,4,4,6,1,<<<<<,congruent,left,1,001,2022-08-12_11h35.28.448,flanker-basic,2021.2.3,Win32,60.2300789
,,right,1,0.4972,0,5,5,3,1,>>>>>,congruent,right,1,001,2022-08-12_11h35.28.448,flanker-basic,2021.2.3,Win32,60.2300789
,,right,1,0.4847,0,6,6,1,1,>>>>>,congruent,right,1,001,2022-08-12_11h35.28.448,flanker-basic,2021.2.3,Win32,60.2300789
,,right,1,0.503,0,7,7,7,1,>>>>>,congruent,right,1,001,2022-08-12_11h35.28.448,flanker-basic,2021.2.3,Win32,60.2300789
,,left,1,0.4987,0,8,8,0,1,<<<<<,congruent,left,1,001,2022-08-12_11h35.28.448,flanker-basic,2021.2.3,Win32,60.2300789
,,left,1,0.4504,0,9,9,4,1,<<<<<,congruent,left,1,001,2022-08-12_11h35.28.448,flanker-basic,2021.2.3,Win32,60.2300789
