startKey.keys,startKey.rt,key_resp.keys,key_resp.corr,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimulus,condition,response,participant,session,date,expName,psychopyVersion,OS,frameRate
space,9.345,left,1,0.834,0,0,0,4,1,<<<<<,congruent,left,,001,2022-10-21_12h16.45.079,flanker-basic,2021.2.3,Win32,60.16847172
,,right,1,0.52,0,1,1,3,1,>>>>>,congruent,right,,001,2022-10-21_12h16.45.079,flanker-basic,2021.2.3,Win32,60.16847172
,,left,1,0.41,0,2,2,0,1,<<<<<,congruent,left,,001,2022-10-21_12h16.45.079,flanker-basic,2021.2.3,Win32,60.16847172
,,right,1,0.442,0,3,3,5,1,>>>>>,congruent,right,,001,2022-10-21_12h16.45.079,flanker-basic,2021.2.3,Win32,60.16847172
,,right,1,0.502,0,4,4,7,1,>>>>>,congruent,right,,001,2022-10-21_12h16.45.079,flanker-basic,2021.2.3,Win32,60.16847172
,,left,1,0.433,0,5,5,6,1,<<<<<,congruent,left,,001,2022-10-21_12h16.45.079,flanker-basic,2021.2.3,Win32,60.16847172
,,right,1,0.411,0,6,6,1,1,>>>>>,congruent,right,,001,2022-10-21_12h16.45.079,flanker-basic,2021.2.3,Win32,60.16847172
,,left,1,0.379,0,7,7,2,1,<<<<<,congruent,left,,001,2022-10-21_12h16.45.079,flanker-basic,2021.2.3,Win32,60.16847172
,,left,0,0.478,0,8,8,8,1,<<><<,incongruent,right,,001,2022-10-21_12h16.45.079,flanker-basic,2021.2.3,Win32,60.16847172
,,left,1,0.501,0,9,9,9,1,>><>>,incongruent,left,,001,2022-10-21_12h16.45.079,flanker-basic,2021.2.3,Win32,60.16847172
